palavra_chave,forma_encontrada,classe,superficie,tabela,coluna,proposicao,proposicao_id,documento_id,documento_textual_id,tipo_documento,unidade_autora,data,ementa,trecho,endpoint_fonte,evidencia_local
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2510/2025,155481,,,,,2025-11-19,"Requer-se a CONVOCAÇÃO do Presidente do Banco de Brasília – BRB, Sr. Paulo Henrique, bem como do Diretor Financeiro, Sr. Dario Oswaldo, para que compareçam à Câmara Legislativa do Distrito Federal, a fim de prestarem esclarecimentos acerca das operações realizadas pelo BRB relativas à tentativa de a","Requer-se a CONVOCAÇÃO do Presidente do Banco de Brasília – BRB, Sr. Paulo Henrique, bem como do Diretor Financeiro, Sr. Dario Oswaldo, para que compareçam à Câmara Legislativa do Distrito Federal, a fim de prestarem esclarecimentos acerca das operações realizadas pelo BRB relativas à tentativa de aquisição de participaçã",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155481/documento/ativas,data/raw/documento-ativas/67e3d568bd715515.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2510/2025,155481,,,,,2025-11-19,"Requer-se a CONVOCAÇÃO do Presidente do Banco de Brasília – BRB, Sr. Paulo Henrique, bem como do Diretor Financeiro, Sr. Dario Oswaldo, para que compareçam à Câmara Legislativa do Distrito Federal, a fim de prestarem esclarecimentos acerca das operações realizadas pelo BRB relativas à tentativa de a","{""ano"": null, ""autores"": null, ""autoria"": ""Deputada Paula Belmonte"", ""dataAcesso"": null, ""dataLeitura"": ""2025-11-19"", ""dataLimite"": null, ""descricaoProposicao"": ""2510/2025 - Requerimento"", ""ementa"": ""Requer-se a CONVOCAÇÃO do Presidente do Banco de Brasília – BRB, Sr. Paulo Henrique, bem como do Diretor Financeiro, Sr. Dario Oswaldo, para que compareçam à Câmara Legislativa do Distrito Federal, a fim de prestarem esclarecimentos acerca das operações realizadas pelo BRB relativas à tentativa de aquisição de particip",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155481/documento/ativas,data/raw/documento-ativas/67e3d568bd715515.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2505/2025,155500,,,,,2025-11-19,"Requer a convocação do Senhor Paulo Henrique Costa, presidente afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão à frente da presidência  do BRB, relacionados à tentativa de compra do Banco Master, à operação da","Requer a convocação do Senhor Paulo Henrique Costa, presidente afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão à frente da presidência do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia Federal e às decisões judiciais e do Banco Centra",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155500/documento/ativas,data/raw/documento-ativas/632a52c0bc498996.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2505/2025,155500,,,,,2025-11-19,"Requer a convocação do Senhor Paulo Henrique Costa, presidente afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão à frente da presidência  do BRB, relacionados à tentativa de compra do Banco Master, à operação da","lante, Deputado Chico Vigilante"", ""dataAcesso"": null, ""dataLeitura"": ""2025-11-19"", ""dataLimite"": null, ""descricaoProposicao"": ""2505/2025 - Requerimento"", ""ementa"": ""Requer a convocação do Senhor Paulo Henrique Costa, presidente afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão à frente da presidência do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia Federal e às decisões judiciais e do Banco Cent",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155500/documento/ativas,data/raw/documento-ativas/632a52c0bc498996.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2507/2025,155503,,,,,2025-11-19,"Requer a convocação do Senhor Dario Oswaldo Garcia Júnior, diretor afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão na direção do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia F","Requer a convocação do Senhor Dario Oswaldo Garcia Júnior, diretor afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão na direção do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia Federal e às decisões judiciais e do Banco Central do Brasil qu",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155503/documento/ativas,data/raw/documento-ativas/b2c1effa17ad503d.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2507/2025,155503,,,,,2025-11-19,"Requer a convocação do Senhor Dario Oswaldo Garcia Júnior, diretor afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão na direção do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia F","e, Deputado Chico Vigilante"", ""dataAcesso"": null, ""dataLeitura"": ""2025-11-19"", ""dataLimite"": null, ""descricaoProposicao"": ""2507/2025 - Requerimento"", ""ementa"": ""Requer a convocação do Senhor Dario Oswaldo Garcia Júnior, diretor afastado do Banco de Brasília - BRB, a esta Câmara Legislativa, para prestar esclarecimentos sobre riscos de crédito e problemas de gestão na direção do BRB, relacionados à tentativa de compra do Banco Master, à operação da Polícia Federal e às decisões judiciais e do Banco Central do Brasil",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155503/documento/ativas,data/raw/documento-ativas/b2c1effa17ad503d.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2511/2025,155506,,,,,2025-11-19,"Requer informações à presidente em exercício do Banco de Brasília - BRB sobre a real situação do banco em vista das gravíssimas denúncias de fraudes, gestão temerária e riscos associados aos investimentos feitos pelo BRB no recém liquidado Banco Master.","Requer informações à presidente em exercício do Banco de Brasília - BRB sobre a real situação do banco em vista das gravíssimas denúncias de fraudes, gestão temerária e riscos associados aos investimentos feitos pelo BRB no recém liquidado Banco Master.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155506/documento/ativas,data/raw/documento-ativas/51e902a8d36cc0a2.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2511/2025,155506,,,,,2025-11-19,"Requer informações à presidente em exercício do Banco de Brasília - BRB sobre a real situação do banco em vista das gravíssimas denúncias de fraudes, gestão temerária e riscos associados aos investimentos feitos pelo BRB no recém liquidado Banco Master.","ull, ""autores"": null, ""autoria"": ""Deputado Chico Vigilante"", ""dataAcesso"": null, ""dataLeitura"": ""2025-11-19"", ""dataLimite"": null, ""descricaoProposicao"": ""2511/2025 - Requerimento"", ""ementa"": ""Requer informações à presidente em exercício do Banco de Brasília - BRB sobre a real situação do banco em vista das gravíssimas denúncias de fraudes, gestão temerária e riscos associados aos investimentos feitos pelo BRB no recém liquidado Banco Master."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 155506, ""idAuto",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155506/documento/ativas,data/raw/documento-ativas/51e902a8d36cc0a2.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2514/2025,155532,,,,,2025-11-24,"Requer o encaminhamento de pedido de informações ao Secretário de Estado de Economia do Distrito Federal – SEEC/DF, relativas à execução orçamentária e financeira dos programas governamentais que dependem de pagamentos operacionalizados pelo Banco de Brasília – BRB, à gestão fiscal e ao acompanhamen","quer o encaminhamento de pedido de informações ao Secretário de Estado de Economia do Distrito Federal – SEEC/DF, relativas à execução orçamentária e financeira dos programas governamentais que dependem de pagamentos operacionalizados pelo Banco de Brasília – BRB, à gestão fiscal e ao acompanhamento dos impactos das oscilações financeiras recentes sobre o orçamento do Distrito Federal, bem como à consolidação de dados sobre repasses, dotações, empenhos e liquidações vinculados às políticas públicas executadas por m",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155532/documento/ativas,data/raw/documento-ativas/9127247ccc88c60d.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2514/2025,155532,,,,,2025-11-24,"Requer o encaminhamento de pedido de informações ao Secretário de Estado de Economia do Distrito Federal – SEEC/DF, relativas à execução orçamentária e financeira dos programas governamentais que dependem de pagamentos operacionalizados pelo Banco de Brasília – BRB, à gestão fiscal e ao acompanhamen","quer o encaminhamento de pedido de informações ao Secretário de Estado de Economia do Distrito Federal – SEEC/DF, relativas à execução orçamentária e financeira dos programas governamentais que dependem de pagamentos operacionalizados pelo Banco de Brasília – BRB, à gestão fiscal e ao acompanhamento dos impactos das oscilações financeiras recentes sobre o orçamento do Distrito Federal, bem como à consolidação de dados sobre repasses, dotações, empenhos e liquidações vinculados às políticas públicas executadas por m",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155532/documento/ativas,data/raw/documento-ativas/9127247ccc88c60d.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2551/2025,155856,,,,,2025-12-18,Requer informações ao Banco de Brasília S.A. – BRB sobre empréstimos concedidos a diretores e administradores.,Requer informações ao Banco de Brasília S.A. – BRB sobre empréstimos concedidos a diretores e administradores.,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155856/documento/ativas,data/raw/documento-ativas/ec29bfcdb0f15170.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2551/2025,155856,,,,,2025-12-18,Requer informações ao Banco de Brasília S.A. – BRB sobre empréstimos concedidos a diretores e administradores.,"{""ano"": null, ""autores"": null, ""autoria"": ""Deputada Paula Belmonte"", ""dataAcesso"": null, ""dataLeitura"": ""2025-12-18"", ""dataLimite"": null, ""descricaoProposicao"": ""2551/2025 - Requerimento"", ""ementa"": ""Requer informações ao Banco de Brasília S.A. – BRB sobre empréstimos concedidos a diretores e administradores."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 155856, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": null, ""idUsuarioDisponibili",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155856/documento/ativas,data/raw/documento-ativas/ec29bfcdb0f15170.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2553/2026,155933,,,,,2026-01-14,"Requer a convocação do Presidente do Banco de Brasília S.A. – BRB, do Secretário de Estado de Economia do Distrito Federal, do Secretário de Governo e do Chefe da Casa Civil para prestarem esclarecimentos a esta Casa Legislativa acerca de eventual plano de capitalização do BRB, do uso de recursos pú","Requer a convocação do Presidente do Banco de Brasília S.A. – BRB, do Secretário de Estado de Economia do Distrito Federal, do Secretário de Governo e do Chefe da Casa Civil para prestarem esclarecimentos a esta Casa Legislativa acerca de eventual plano de capitalização do BRB, do uso de recursos públicos e das responsabili",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155933/documento/ativas,data/raw/documento-ativas/31b12667ce25ce9c.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2553/2026,155933,,,,,2026-01-14,"Requer a convocação do Presidente do Banco de Brasília S.A. – BRB, do Secretário de Estado de Economia do Distrito Federal, do Secretário de Governo e do Chefe da Casa Civil para prestarem esclarecimentos a esta Casa Legislativa acerca de eventual plano de capitalização do BRB, do uso de recursos pú","ano"": null, ""autores"": null, ""autoria"": ""Deputada Paula Belmonte"", ""dataAcesso"": null, ""dataLeitura"": ""2026-01-14"", ""dataLimite"": null, ""descricaoProposicao"": ""2553/2026 - Requerimento"", ""ementa"": ""Requer a convocação do Presidente do Banco de Brasília S.A. – BRB, do Secretário de Estado de Economia do Distrito Federal, do Secretário de Governo e do Chefe da Casa Civil para prestarem esclarecimentos a esta Casa Legislativa acerca de eventual plano de capitalização do BRB, do uso de recursos públicos e das responsab",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155933/documento/ativas,data/raw/documento-ativas/31b12667ce25ce9c.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2560/2026,155986,,,,,2026-01-28,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155986/documento/ativas,data/raw/documento-ativas/fd4bed7e2e661647.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2560/2026,155986,,,,,2026-01-28,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,"{""ano"": null, ""autores"": null, ""autoria"": ""Deputado Fábio Felix"", ""dataAcesso"": null, ""dataLeitura"": ""2026-01-28"", ""dataLimite"": null, ""descricaoProposicao"": ""2560/2026 - Requerimento"", ""ementa"": ""Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte"", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 155986, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": nul",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/155986/documento/ativas,data/raw/documento-ativas/fd4bed7e2e661647.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2561/2026,156082,,,,,2026-01-28,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156082/documento/ativas,data/raw/documento-ativas/ff85ce3591c8f529.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2561/2026,156082,,,,,2026-01-28,Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte,"es"": null, ""autoria"": ""Deputado Fábio Felix, Deputado Max Maciel"", ""dataAcesso"": null, ""dataLeitura"": ""2026-01-28"", ""dataLimite"": null, ""descricaoProposicao"": ""2561/2026 - Requerimento"", ""ementa"": ""Requer a convocação do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master e o plano de aporte"", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156082, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": nu",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156082/documento/ativas,data/raw/documento-ativas/ff85ce3591c8f529.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2564/2026,156126,,,,,2026-02-02, Requer ao Presidente do BRB S.A. as informações relativas às operações com o Banco Master e à tentativa de aquisição societária,Requer ao Presidente do BRB S.A. as informações relativas às operações com o Banco Master e à tentativa de aquisição societária,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156126/documento/ativas,data/raw/documento-ativas/fa7ff28ec3e047b2.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2564/2026,156126,,,,,2026-02-02, Requer ao Presidente do BRB S.A. as informações relativas às operações com o Banco Master e à tentativa de aquisição societária,"{""ano"": null, ""autores"": null, ""autoria"": ""Deputado Fábio Felix"", ""dataAcesso"": null, ""dataLeitura"": ""2026-02-02"", ""dataLimite"": null, ""descricaoProposicao"": ""2564/2026 - Requerimento"", ""ementa"": "" Requer ao Presidente do BRB S.A. as informações relativas às operações com o Banco Master e à tentativa de aquisição societária"", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156126, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuari",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156126/documento/ativas,data/raw/documento-ativas/fa7ff28ec3e047b2.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2575/2026,156218,,,,,2026-02-09,Requer seja encaminhado pedido de informações ao Presidente do Banco de Brasília - BRB.,Requer seja encaminhado pedido de informações ao Presidente do Banco de Brasília - BRB.,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156218/documento/ativas,data/raw/documento-ativas/975b03c9d27243ac.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2575/2026,156218,,,,,2026-02-09,Requer seja encaminhado pedido de informações ao Presidente do Banco de Brasília - BRB.,"putado Ricardo Vale, Deputado Gabriel Magno"", ""dataAcesso"": null, ""dataLeitura"": ""2026-02-09"", ""dataLimite"": null, ""descricaoProposicao"": ""2575/2026 - Requerimento"", ""ementa"": ""Requer seja encaminhado pedido de informações ao Presidente do Banco de Brasília - BRB."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156218, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": null, ""idUsuarioDisponibilizado"": null, ""idsMarcadores"": [], ""parecer"": null, ""pesq",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156218/documento/ativas,data/raw/documento-ativas/975b03c9d27243ac.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2603/2026,156349,,,,,2026-02-23,Requer a convocação do atual Presidente do Banco de Brasília (BRB),Requer a convocação do atual Presidente do Banco de Brasília (BRB),https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156349/documento/ativas,data/raw/documento-ativas/f6d19feca5f3d544.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2603/2026,156349,,,,,2026-02-23,Requer a convocação do atual Presidente do Banco de Brasília (BRB),"o Chico Vigilante, Deputado Ricardo Vale, Deputado Gabriel Magno"", ""dataAcesso"": null, ""dataLeitura"": ""2026-02-23"", ""dataLimite"": null, ""descricaoProposicao"": ""2603/2026 - Requerimento"", ""ementa"": ""Requer a convocação do atual Presidente do Banco de Brasília (BRB)"", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156349, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": null, ""idUsuarioDisponibilizado"": null, ""idsMarcadores"": [], ""parecer"": null, ""pesq",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156349/documento/ativas,data/raw/documento-ativas/f6d19feca5f3d544.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2607/2026,156364,,,,,2026-02-23,"Requer o convite do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master, o plano de aporte e os resultados apurados com a auditoria contratada.","Requer o convite do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master, o plano de aporte e os resultados apurados com a auditoria contratada.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156364/documento/ativas,data/raw/documento-ativas/f01bcd5b934b51b4.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2607/2026,156364,,,,,2026-02-23,"Requer o convite do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master, o plano de aporte e os resultados apurados com a auditoria contratada.","null, ""autores"": null, ""autoria"": ""Deputado Pastor Daniel de Castro"", ""dataAcesso"": null, ""dataLeitura"": ""2026-02-23"", ""dataLimite"": null, ""descricaoProposicao"": ""2607/2026 - Requerimento"", ""ementa"": ""Requer o convite do Presidente do Banco de Brasília S.A. – BRB para esclarecer os prejuízos nas operações com o Banco Master, o plano de aporte e os resultados apurados com a auditoria contratada."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156364, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156364/documento/ativas,data/raw/documento-ativas/f01bcd5b934b51b4.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2609/2026,156367,,,,,2026-02-23,"Requer junto à Companhia Imobiliária de Brasília – TERRACAP informações acerca de imóveis de sua titularidade ou gestão relacionados ao Projeto de Lei nº 2165/2026, destinados a finalidade de reforço patrimonial e suporte econômico-financeiro ao Banco de Brasília S.A. – BRB como forma de recompor o ","o à Companhia Imobiliária de Brasília – TERRACAP informações acerca de imóveis de sua titularidade ou gestão relacionados ao Projeto de Lei nº 2165/2026, destinados a finalidade de reforço patrimonial e suporte econômico-financeiro ao Banco de Brasília S.A. – BRB como forma de recompor o rombo bilionário que a gestão temerária causou o banco no atual governo do Distrito Federal.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156367/documento/ativas,data/raw/documento-ativas/33090044ad8c5738.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2609/2026,156367,,,,,2026-02-23,"Requer junto à Companhia Imobiliária de Brasília – TERRACAP informações acerca de imóveis de sua titularidade ou gestão relacionados ao Projeto de Lei nº 2165/2026, destinados a finalidade de reforço patrimonial e suporte econômico-financeiro ao Banco de Brasília S.A. – BRB como forma de recompor o ","o à Companhia Imobiliária de Brasília – TERRACAP informações acerca de imóveis de sua titularidade ou gestão relacionados ao Projeto de Lei nº 2165/2026, destinados a finalidade de reforço patrimonial e suporte econômico-financeiro ao Banco de Brasília S.A. – BRB como forma de recompor o rombo bilionário que a gestão temerária causou o banco no atual governo do Distrito Federal."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156367, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnid",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156367/documento/ativas,data/raw/documento-ativas/33090044ad8c5738.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2613/2026,156388,,,,,2026-02-24,Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias. ,Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias.,https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156388/documento/ativas,data/raw/documento-ativas/64446fba4f0af7b9.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2613/2026,156388,,,,,2026-02-24,Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias. ,"oni"", ""dataAcesso"": null, ""dataLeitura"": ""2026-02-24"", ""dataLimite"": null, ""descricaoProposicao"": ""2613/2026 - Requerimento"", ""ementa"": ""Requer a convocação do Sr. Secretário de Estado de Economia do Distrito Federal e do Sr. Presidente do Banco de Brasília - BRB para que prestem esclarecimentos sobre a situação financeira do Banco de Brasília e sobre as medidas de socorro necessárias. "", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156388, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null,",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156388/documento/ativas,data/raw/documento-ativas/64446fba4f0af7b9.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,PL 2175/2026,156411,,,,,2026-02-24,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.","Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,PL 2175/2026,156411,,,,,2026-02-24,"Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências.","roposicao"": ""2175/2026 - Projeto de Lei"", ""ementa"": ""Dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB, e dá outras providências."", ""etapa"": ""Sanção Veto ou Promulgação, Retorno(Emenda)"", ""habilitadoOnline"": null, ""id"": 156411, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null, ""idUsuarioAtribuido"": null, ""idUsuarioDisponibil",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156411/documento/ativas,data/raw/documento-ativas/28308ee15c2f8091.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2630/2026,156527,,,,,2026-03-03,"Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor pú","Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor público.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156527/documento/ativas,data/raw/documento-ativas/735024734ae7f179.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,payload,REQ 2630/2026,156527,,,,,2026-03-03,"Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor pú","l, ""descricaoProposicao"": ""2630/2026 - Requerimento"", ""ementa"": ""Requer a convocação da Diretora-Presidente do Instituto de Previdência dos Servidores do Distrito Federal (IPREV/DF) para prestar esclarecimentos a esta Casa sobre as operações financeiras entre BRB e Banco Master, incluindo a Operação Compliance Zero, e os impactos sobre o patrimônio do servidor público."", ""etapa"": ""Apresentação"", ""habilitadoOnline"": null, ""id"": 156527, ""idAutoria"": null, ""idRelator"": null, ""idTipoProposicao"": null, ""idUnidade"": null",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156527/documento/ativas,data/raw/documento-ativas/735024734ae7f179.json
BRB,BRB,CASO,proposição (ementa/payload),proposicao,ementa,REQ 2631/2026,156528,,,,,2026-03-03,"Requer a convocação do ex-Presidente do Banco de Brasília (BRB), Paulo Henrique Costa, para prestar informações a esta Casa sobre as operações financeiras entre BRB e Banco Master e a Operação Compliance Zero.","Requer a convocação do ex-Presidente do Banco de Brasília (BRB), Paulo Henrique Costa, para prestar informações a esta Casa sobre as operações financeiras entre BRB e Banco Master e a Operação Compliance Zero.",https://ple.cl.df.gov.br/pleservico/api/public/proposicao/156528/documento/ativas,data/raw/documento-ativas/8f8f9a14e450318a.json
